Area,Bedrooms,Bathrooms,Floors,Parking,Age,Location,Price
1574,4,3.0,1,1.0,9.0,Chennai,8888000.0
2346,3,2.0,3,1.0,2.0,Pune,17036000.0
1978,3,3.0,2,1.0,15.0,Bangalore,12293000.0
1356,6,6.0,2,1.0,8.0,Pune,12101000.0
911,3,2.0,1,2.0,0.0,Mumbai,14996000.0
1205,5,4.0,1,0.0,9.0,Delhi,12182000.0
1432,3,3.0,3,3.0,1.0,Pune,9902000.0
1660,3,3.0,3,1.0,2.0,Pune,10788000.0
2155,4,3.0,3,0.0,44.0,Pune,14989000.0
1580,3,3.0,2,1.0,2.0,Mumbai,26604000.0
1827,6,5.0,3,0.0,1.0,Bangalore,11893000.0
1643,6,6.0,3,0.0,2.0,Mumbai,26903000.0
2131,4,3.0,3,0.0,14.0,Mumbai,35611000.0
1036,6,6.0,1,0.0,0.0,Hyderabad,7293000.0
2061,2,,3,0.0,2.0,Bangalore,11527000.0
1337,4,3.0,3,1.0,12.0,Bangalore,6825000.0
767,1,1.0,2,0.0,11.0,Mumbai,11123000.0
735,2,2.0,3,0.0,21.0,Pune,5642000.0
1446,3,3.0,1,,6.0,Chennai,8473000.0
1911,3,2.0,1,1.0,1.0,Pune,12414000.0
1660,5,4.0,1,1.0,2.0,Delhi,18629000.0
918,1,1.0,3,1.0,9.0,Hyderabad,4926000.0
1460,4,4.0,1,0.0,0.0,Hyderabad,9873000.0
450,4,4.0,3,1.0,0.0,Hyderabad,3970000.0
1308,1,1.0,3,1.0,11.0,Bangalore,8634000.0
1429,2,1.0,1,2.0,1.0,Delhi,16100000.0
2019,6,5.0,1,3.0,1.0,Bangalore,14808000.0
920,4,4.0,3,0.0,11.0,Mumbai,12200000.0
2182,3,3.0,3,1.0,4.0,Bangalore,13660000.0
1543,5,4.0,3,0.0,3.0,Delhi,17510000.0
2495,1,1.0,1,2.0,4.0,Chennai,12309000.0
2390,3,3.0,1,1.0,6.0,Chennai,14855000.0
1184,4,3.0,3,1.0,,Bangalore,8599000.0
937,5,5.0,1,0.0,0.0,Delhi,11564000.0
781,6,5.0,2,2.0,14.0,Hyderabad,5981000.0
905,6,5.0,2,1.0,2.0,Chennai,6403000.0
690,3,3.0,3,2.0,5.0,Hyderabad,4007000.0
1933,4,3.0,1,1.0,6.0,Chennai,11008000.0
1652,3,2.0,3,0.0,9.0,Mumbai,25474000.0
1839,2,2.0,3,0.0,18.0,Delhi,20000000.0
1311,1,1.0,1,0.0,2.0,Pune,9148000.0
1356,4,4.0,1,1.0,11.0,Pune,9182000.0
1742,1,1.0,2,1.0,23.0,Delhi,17450000.0
768,2,1.0,1,1.0,1.0,Pune,6103000.0
879,6,6.0,2,0.0,5.0,Hyderabad,5896000.0
937,2,1.0,1,0.0,2.0,Bangalore,7017000.0
2003,6,5.0,3,1.0,3.0,Chennai,14797000.0
1778,4,3.0,3,0.0,1.0,Mumbai,26926000.0
2035,3,2.0,3,0.0,2.0,Mumbai,33488000.0
2120,3,2.0,1,1.0,3.0,Pune,14632000.0
1382,6,6.0,1,1.0,5.0,Chennai,9506000.0
2382,6,6.0,3,2.0,6.0,Delhi,25945000.0
1396,6,6.0,1,1.0,10.0,Pune,10910000.0
1044,2,,3,0.0,1.0,Chennai,6682000.0
1491,4,3.0,1,0.0,3.0,Hyderabad,8369000.0
1126,5,5.0,2,1.0,2.0,Delhi,12707000.0
1527,3,2.0,3,0.0,1.0,Chennai,9007000.0
1498,4,3.0,2,0.0,16.0,Hyderabad,8166000.0
1545,3,2.0,3,0.0,3.0,Pune,11401000.0
1816,3,2.0,2,0.0,2.0,Delhi,20225000.0
910,5,4.0,1,1.0,4.0,Hyderabad,6380000.0
2000,1,1.0,3,0.0,14.0,Chennai,12616000.0
652,2,,1,2.0,3.0,Chennai,4497000.0
1466,2,2.0,2,1.0,9.0,Mumbai,27533000.0
576,5,5.0,2,0.0,4.0,Delhi,7650000.0
2274,3,2.0,2,1.0,1.0,Pune,16810000.0
1245,5,5.0,2,2.0,0.0,Pune,9947000.0
1759,3,2.0,2,0.0,0.0,Mumbai,29013000.0
1640,3,2.0,3,3.0,2.0,Bangalore,13162000.0
1742,2,2.0,3,2.0,1.0,Hyderabad,10715000.0
1937,2,2.0,3,1.0,4.0,Mumbai,25790000.0
2537,4,4.0,1,0.0,9.0,Mumbai,41600000.0
1092,2,1.0,3,1.0,9.0,Chennai,6852000.0
1237,3,2.0,1,0.0,25.0,Mumbai,18429000.0
2073,4,4.0,1,1.0,7.0,Chennai,12870000.0
657,1,1.0,1,3.0,15.0,Chennai,3976000.0
950,3,2.0,2,0.0,6.0,Chennai,5513000.0
1230,2,1.0,2,2.0,29.0,Pune,8546000.0
1679,3,2.0,1,1.0,4.0,Bangalore,10910000.0
1080,3,2.0,3,0.0,10.0,Delhi,11935000.0
1541,6,5.0,2,1.0,2.0,Mumbai,26540000.0
1072,3,3.0,2,1.0,13.0,Delhi,12381000.0
2510,2,2.0,2,0.0,3.0,Chennai,13284000.0
1487,6,6.0,2,2.0,19.0,Mumbai,23606000.0
1159,2,1.0,3,2.0,9.0,Delhi,11648000.0
2480,3,2.0,3,3.0,,Mumbai,40028000.0
1370,2,1.0,2,1.0,2.0,Mumbai,22221000.0
589,4,3.0,3,0.0,7.0,Chennai,3962000.0
1821,3,2.0,2,0.0,2.0,Bangalore,13338000.0
1849,1,1.0,2,1.0,5.0,Pune,13792000.0
1731,6,6.0,3,0.0,0.0,Chennai,9698000.0
1490,4,4.0,3,0.0,15.0,Mumbai,23775000.0
767,3,2.0,1,1.0,4.0,Bangalore,4897000.0
1446,4,3.0,3,1.0,2.0,Hyderabad,7137000.0
681,2,2.0,1,0.0,17.0,Chennai,4893000.0
2258,2,2.0,1,2.0,19.0,Chennai,12096000.0
1392,3,3.0,1,,13.0,Hyderabad,8172000.0
1276,3,2.0,1,0.0,2.0,Bangalore,8082000.0
2015,3,3.0,1,0.0,7.0,Pune,13705000.0
1282,5,,3,3.0,3.0,Bangalore,9432000.0
1504,4,4.0,2,1.0,4.0,Chennai,8860000.0
700,1,1.0,2,0.0,24.0,Pune,4658000.0
1659,6,6.0,1,1.0,12.0,Mumbai,26635000.0
1024,6,,3,1.0,11.0,Hyderabad,7843000.0
1385,4,3.0,1,1.0,7.0,Delhi,12365000.0
1701,3,2.0,2,1.0,8.0,Bangalore,11345000.0
1900,4,3.0,3,1.0,5.0,Delhi,18936000.0
1274,4,3.0,1,0.0,33.0,Chennai,7657000.0
909,4,4.0,1,1.0,4.0,Pune,7463000.0
698,6,5.0,1,0.0,18.0,Pune,7139000.0
1019,3,3.0,1,1.0,2.0,Bangalore,7384000.0
1186,4,4.0,2,3.0,7.0,Chennai,8241000.0
500,2,1.0,2,,5.0,Bangalore,3515000.0
1656,5,4.0,1,3.0,2.0,Bangalore,10729000.0
2256,5,5.0,3,4.0,2.0,Pune,14770000.0
1521,6,5.0,2,2.0,8.0,Pune,13226000.0
1303,6,6.0,3,2.0,1.0,Chennai,8276000.0
1657,1,1.0,1,1.0,21.0,Delhi,17013000.0
1872,5,5.0,1,1.0,3.0,Mumbai,30582000.0
1574,6,5.0,3,0.0,6.0,Hyderabad,9546000.0
1636,5,4.0,1,1.0,0.0,Chennai,9905000.0
1716,2,,3,0.0,1.0,Delhi,19947000.0
1740,3,2.0,2,0.0,0.0,Mumbai,26557000.0
1116,5,5.0,2,1.0,8.0,Bangalore,10219000.0
1445,4,4.0,1,1.0,3.0,Pune,10852000.0
2204,5,5.0,1,,2.0,Delhi,23299000.0
1621,5,4.0,2,1.0,10.0,Mumbai,29314000.0
1260,6,5.0,3,0.0,1.0,Bangalore,9495000.0
2094,5,4.0,3,0.0,1.0,Bangalore,13116000.0
2099,2,1.0,1,2.0,7.0,Chennai,10697000.0
657,2,1.0,3,0.0,1.0,Chennai,4546000.0
1765,5,5.0,3,0.0,1.0,Chennai,13318000.0
2716,3,2.0,1,2.0,8.0,Pune,17417000.0
2481,5,4.0,2,2.0,1.0,Hyderabad,12220000.0
2130,3,3.0,2,1.0,4.0,Hyderabad,11280000.0
1104,6,,2,1.0,0.0,Hyderabad,7697000.0
2566,3,2.0,2,0.0,1.0,Bangalore,15482000.0
1467,3,2.0,1,1.0,7.0,Bangalore,10072000.0
1153,4,3.0,1,1.0,1.0,Bangalore,8423000.0
1655,2,1.0,3,1.0,17.0,Bangalore,9672000.0
1162,1,1.0,3,1.0,2.0,Bangalore,7571000.0
2666,4,3.0,2,0.0,8.0,Chennai,16091000.0
1266,4,4.0,1,2.0,8.0,Bangalore,8152000.0
1468,6,6.0,2,3.0,20.0,Pune,11994000.0
2415,6,6.0,3,0.0,2.0,Chennai,15337000.0
1482,3,3.0,3,0.0,6.0,Pune,10494000.0
1135,5,5.0,1,1.0,5.0,Chennai,8831000.0
2065,2,1.0,3,2.0,3.0,Delhi,21636000.0
1708,5,4.0,1,,8.0,Pune,12932000.0
738,4,4.0,2,1.0,4.0,Chennai,5460000.0
1207,2,1.0,3,1.0,2.0,Delhi,12985000.0
700,3,2.0,2,0.0,6.0,Mumbai,11992000.0
1281,4,3.0,3,1.0,16.0,Chennai,8614000.0
1721,2,1.0,3,2.0,7.0,Pune,12347000.0
1506,3,2.0,2,1.0,0.0,Bangalore,11664000.0
1627,1,1.0,2,1.0,6.0,Bangalore,10488000.0
2265,3,2.0,2,0.0,13.0,Hyderabad,11765000.0
1257,3,2.0,1,1.0,7.0,Hyderabad,6686000.0
1585,3,3.0,3,2.0,8.0,Delhi,18009000.0
945,5,4.0,3,2.0,15.0,Mumbai,14440000.0
1360,2,2.0,2,1.0,6.0,Chennai,8135000.0
1988,3,3.0,1,0.0,11.0,Pune,12847000.0
1562,4,3.0,3,1.0,10.0,Mumbai,26102000.0
2054,3,3.0,1,2.0,11.0,Chennai,12654000.0
876,1,1.0,1,0.0,6.0,Delhi,8809000.0
1382,2,2.0,2,1.0,2.0,Pune,11032000.0
1817,2,1.0,3,1.0,6.0,Hyderabad,10805000.0
1516,4,4.0,3,2.0,0.0,Pune,12102000.0
1247,3,3.0,2,2.0,0.0,Delhi,14305000.0
727,3,2.0,2,0.0,12.0,Bangalore,5235000.0
1560,2,2.0,3,0.0,4.0,Mumbai,23658000.0
1780,2,2.0,3,3.0,7.0,Hyderabad,9900000.0
2102,1,1.0,3,2.0,7.0,Hyderabad,11789000.0
707,5,5.0,3,2.0,0.0,Mumbai,12668000.0
3046,5,4.0,2,0.0,8.0,Pune,21864000.0
1390,3,2.0,3,1.0,6.0,Chennai,8593000.0
1476,5,4.0,1,0.0,0.0,Mumbai,24207000.0
2961,5,4.0,3,2.0,2.0,Hyderabad,18365000.0
2097,2,2.0,1,2.0,0.0,Pune,13954000.0
928,4,3.0,2,2.0,4.0,Pune,7436000.0
1988,4,4.0,3,1.0,3.0,Bangalore,13139000.0
1692,2,2.0,3,2.0,6.0,Delhi,17920000.0
1787,4,4.0,2,2.0,8.0,Hyderabad,11142000.0
1858,6,5.0,3,0.0,15.0,Delhi,22870000.0
1488,2,2.0,1,2.0,10.0,Delhi,15322000.0
1438,3,3.0,2,0.0,9.0,Hyderabad,8988000.0
1977,5,4.0,2,1.0,1.0,Mumbai,37204000.0
1403,2,2.0,3,0.0,6.0,Hyderabad,7232000.0
1446,3,3.0,1,1.0,1.0,Delhi,14887000.0
1749,6,6.0,2,2.0,1.0,Bangalore,11676000.0
1612,4,4.0,1,0.0,21.0,Bangalore,11510000.0
1494,3,3.0,1,1.0,3.0,Hyderabad,8574000.0
1919,1,1.0,1,0.0,0.0,Mumbai,30669000.0
1739,2,2.0,1,1.0,21.0,Mumbai,30392000.0
2406,3,3.0,1,0.0,2.0,Bangalore,16016000.0
2321,2,2.0,3,0.0,0.0,Mumbai,35231000.0
1440,4,4.0,3,1.0,24.0,Chennai,8501000.0
1151,6,5.0,1,0.0,1.0,Delhi,13438000.0
2307,4,3.0,1,0.0,9.0,Delhi,24554000.0
1400,5,5.0,2,2.0,9.0,Pune,11607000.0
2347,3,3.0,2,0.0,9.0,Pune,18139000.0
2615,6,5.0,3,1.0,23.0,Hyderabad,15091000.0
1855,5,5.0,3,1.0,0.0,Delhi,20992000.0
1351,3,3.0,1,3.0,12.0,Bangalore,10257000.0
400,1,1.0,3,4.0,6.0,Pune,3623000.0
1436,5,4.0,3,2.0,,Hyderabad,8471000.0
1481,3,3.0,1,0.0,3.0,Mumbai,24117000.0
1867,5,4.0,3,0.0,4.0,Hyderabad,10575000.0
1015,2,2.0,3,0.0,8.0,Pune,7431000.0
1266,3,2.0,3,0.0,0.0,Delhi,11118000.0
1092,6,6.0,3,0.0,2.0,Pune,8777000.0
1128,5,4.0,1,0.0,4.0,Bangalore,7348000.0
1586,4,3.0,1,2.0,11.0,Delhi,14600000.0
996,3,3.0,1,0.0,26.0,Delhi,11211000.0
1182,3,2.0,2,0.0,11.0,Bangalore,6882000.0
2019,3,2.0,3,0.0,1.0,Pune,12545000.0
1061,2,1.0,1,2.0,7.0,Pune,8253000.0
1427,4,3.0,1,1.0,1.0,Hyderabad,8643000.0
1886,3,2.0,2,1.0,0.0,Delhi,20582000.0
1420,5,4.0,2,1.0,4.0,Hyderabad,8846000.0
983,2,1.0,3,0.0,0.0,Bangalore,6662000.0
1782,4,4.0,1,1.0,6.0,Bangalore,11314000.0
1755,3,2.0,1,1.0,0.0,Chennai,9811000.0
1204,2,2.0,2,1.0,11.0,Chennai,7719000.0
1805,4,3.0,1,0.0,6.0,Delhi,22157000.0
1095,6,6.0,2,0.0,12.0,Pune,8026000.0
1171,4,4.0,2,0.0,33.0,Hyderabad,6916000.0
1832,2,1.0,1,0.0,5.0,Delhi,19040000.0
1766,5,4.0,1,1.0,,Mumbai,27938000.0
1705,1,1.0,2,4.0,1.0,Chennai,11156000.0
1094,4,3.0,2,1.0,8.0,Chennai,7053000.0
459,6,6.0,2,3.0,5.0,Pune,4427000.0
549,2,2.0,1,1.0,4.0,Pune,4431000.0
1766,6,5.0,3,1.0,10.0,Delhi,18152000.0
1746,3,3.0,3,2.0,7.0,Pune,10496000.0
2153,3,3.0,1,1.0,32.0,Delhi,20809000.0
970,6,6.0,1,1.0,45.0,Chennai,7084000.0
2322,4,3.0,3,1.0,4.0,Mumbai,37238000.0
2276,4,4.0,3,1.0,31.0,Delhi,20872000.0
1529,5,5.0,1,4.0,5.0,Hyderabad,9080000.0
2583,2,1.0,1,1.0,2.0,Hyderabad,13849000.0
2040,3,2.0,1,1.0,8.0,Bangalore,14043000.0
2069,1,1.0,3,2.0,0.0,Bangalore,12670000.0
489,2,2.0,1,1.0,6.0,Bangalore,3943000.0
622,3,3.0,3,0.0,19.0,Pune,4424000.0
656,6,5.0,3,1.0,10.0,Bangalore,5828000.0
1352,5,5.0,3,2.0,8.0,Chennai,8830000.0
1666,3,3.0,3,1.0,3.0,Pune,12290000.0
1340,4,4.0,1,0.0,3.0,Mumbai,22008000.0
2563,4,3.0,1,0.0,7.0,Pune,18834000.0
2158,6,6.0,2,3.0,5.0,Pune,16331000.0
834,4,3.0,2,3.0,4.0,Mumbai,16165000.0
1875,1,1.0,2,1.0,4.0,Pune,13560000.0
861,4,3.0,2,2.0,6.0,Delhi,9442000.0
2099,2,1.0,1,2.0,7.0,Chennai,10697000.0
1108,6,6.0,1,1.0,0.0,Hyderabad,6617000.0
2044,4,3.0,2,0.0,19.0,Chennai,12872000.0
1498,3,2.0,3,1.0,3.0,Mumbai,26066000.0
1346,3,2.0,3,0.0,14.0,Bangalore,7812000.0
2025,4,3.0,2,1.0,0.0,Chennai,12361000.0
1051,3,2.0,3,0.0,2.0,Chennai,6707000.0
1128,2,2.0,1,0.0,0.0,Hyderabad,6821000.0
1698,4,4.0,2,1.0,13.0,Delhi,17596000.0
928,3,2.0,2,2.0,8.0,Bangalore,7066000.0
1990,4,3.0,1,1.0,12.0,Hyderabad,10067000.0
1102,2,1.0,3,0.0,0.0,Chennai,6237000.0
1737,2,1.0,2,0.0,3.0,Delhi,17444000.0
1127,3,2.0,2,3.0,44.0,Bangalore,6795000.0
1517,6,5.0,3,2.0,5.0,Chennai,11566000.0
1913,2,1.0,3,2.0,0.0,Delhi,19278000.0
1102,3,3.0,3,1.0,0.0,Hyderabad,6413000.0
1973,3,3.0,2,0.0,20.0,Delhi,23119000.0
1947,4,4.0,3,0.0,1.0,Chennai,11231000.0
856,2,2.0,1,1.0,4.0,Bangalore,6058000.0
2560,6,6.0,3,1.0,2.0,Bangalore,17101000.0
2122,4,3.0,3,0.0,7.0,Pune,15604000.0
1530,6,5.0,2,0.0,9.0,Mumbai,24194000.0
2003,5,4.0,3,2.0,5.0,Bangalore,13509000.0
2278,6,5.0,2,3.0,4.0,Delhi,21401000.0
2362,2,1.0,2,1.0,14.0,Bangalore,15049000.0
1528,1,1.0,2,1.0,9.0,Pune,9389000.0
1047,3,3.0,1,1.0,0.0,Delhi,11052000.0
2299,4,4.0,1,2.0,8.0,Delhi,22255000.0
603,5,5.0,1,0.0,0.0,Delhi,8119000.0
1118,3,2.0,1,2.0,9.0,Mumbai,17654000.0
2730,3,3.0,1,0.0,2.0,Chennai,17783000.0
1206,5,5.0,3,0.0,7.0,Chennai,7852000.0
1512,4,4.0,1,4.0,3.0,Pune,11048000.0
574,6,5.0,1,1.0,11.0,Mumbai,9621000.0
484,2,1.0,1,1.0,6.0,Delhi,4072000.0
1560,5,4.0,1,1.0,2.0,Hyderabad,9717000.0
1790,3,3.0,3,2.0,0.0,Hyderabad,10450000.0
1917,3,3.0,2,0.0,18.0,Pune,14645000.0
1583,5,4.0,2,0.0,4.0,Mumbai,23053000.0
1494,4,3.0,2,1.0,5.0,Delhi,16346000.0
910,3,2.0,1,1.0,0.0,Mumbai,14948000.0
2094,4,4.0,2,1.0,13.0,Pune,17609000.0
1248,5,4.0,2,0.0,6.0,Mumbai,25201000.0
1551,3,2.0,3,0.0,11.0,Chennai,10623000.0
1241,3,3.0,2,1.0,4.0,Bangalore,7446000.0
2071,3,2.0,1,1.0,2.0,Chennai,13966000.0
1284,2,2.0,3,0.0,3.0,Pune,9135000.0
1686,6,6.0,3,2.0,8.0,Hyderabad,11512000.0
469,6,5.0,2,0.0,7.0,Hyderabad,3616000.0
400,2,2.0,2,0.0,2.0,Pune,3380000.0
1299,4,3.0,3,3.0,3.0,Delhi,15419000.0
1414,1,1.0,2,2.0,1.0,Chennai,7999000.0
711,6,5.0,3,2.0,2.0,Hyderabad,5604000.0
1175,3,2.0,1,0.0,1.0,Pune,8701000.0
2511,3,3.0,1,1.0,10.0,Chennai,13605000.0
1721,3,3.0,1,1.0,3.0,Hyderabad,8090000.0
1735,2,2.0,3,0.0,33.0,Mumbai,30224000.0
2304,3,2.0,2,0.0,9.0,Hyderabad,11255000.0
1677,3,2.0,2,1.0,2.0,Delhi,16975000.0
1075,4,3.0,2,1.0,6.0,Bangalore,8301000.0
1914,3,2.0,1,1.0,5.0,Delhi,19461000.0
681,6,5.0,1,0.0,3.0,Hyderabad,4558000.0
1525,2,1.0,1,0.0,0.0,Delhi,16091000.0
1841,4,4.0,1,2.0,11.0,Bangalore,13230000.0
2009,5,4.0,1,1.0,3.0,Bangalore,13745000.0
2204,6,5.0,1,2.0,19.0,Delhi,24833000.0
699,3,3.0,1,1.0,,Hyderabad,4068000.0
892,3,2.0,2,1.0,2.0,Mumbai,14298000.0
1316,5,4.0,1,0.0,4.0,Delhi,13769000.0
1510,3,3.0,1,3.0,0.0,Delhi,16587000.0
2066,4,4.0,2,0.0,5.0,Mumbai,28629000.0
1152,5,5.0,1,2.0,4.0,Pune,8901000.0
902,2,2.0,2,2.0,3.0,Pune,7662000.0
835,3,2.0,2,3.0,36.0,Bangalore,5260000.0
1611,5,5.0,1,0.0,7.0,Bangalore,10928000.0
1380,3,2.0,1,2.0,1.0,Delhi,14066000.0
1841,4,3.0,2,0.0,2.0,Mumbai,31521000.0
820,2,1.0,1,1.0,18.0,Chennai,5131000.0
1489,4,,3,0.0,4.0,Mumbai,26293000.0
1992,1,1.0,1,2.0,6.0,Hyderabad,10739000.0
1605,4,3.0,1,1.0,7.0,Chennai,10121000.0
2339,5,5.0,3,2.0,24.0,Mumbai,35383000.0
2352,4,3.0,1,0.0,1.0,Bangalore,14724000.0
1416,2,2.0,2,1.0,2.0,Hyderabad,8211000.0
2049,4,3.0,1,2.0,5.0,Delhi,22561000.0
1319,3,2.0,3,0.0,0.0,Chennai,7932000.0
1314,5,4.0,1,0.0,2.0,Chennai,8461000.0
2010,5,5.0,2,1.0,21.0,Bangalore,14208000.0
1801,4,3.0,3,0.0,6.0,Chennai,9758000.0
876,3,3.0,2,2.0,4.0,Hyderabad,5446000.0
2242,3,3.0,3,2.0,5.0,Hyderabad,12186000.0
1432,4,3.0,2,1.0,9.0,Bangalore,10950000.0
2238,3,2.0,1,0.0,10.0,Delhi,24203000.0
2197,4,3.0,1,2.0,0.0,Hyderabad,12993000.0
1281,2,1.0,1,0.0,1.0,Delhi,12760000.0
1827,6,6.0,3,2.0,5.0,Chennai,11590000.0
1581,4,3.0,1,0.0,4.0,Pune,11953000.0
1412,5,5.0,1,3.0,11.0,Pune,10755000.0
1439,1,1.0,3,1.0,0.0,Chennai,9661000.0
1707,1,1.0,3,2.0,7.0,Delhi,19578000.0
1283,3,3.0,3,0.0,8.0,Bangalore,9734000.0
890,1,1.0,2,0.0,17.0,Delhi,9896000.0
2111,4,4.0,3,1.0,10.0,Bangalore,14268000.0
1229,2,1.0,3,0.0,1.0,Mumbai,21784000.0
1696,4,3.0,1,3.0,18.0,Hyderabad,10111000.0
1613,5,4.0,3,1.0,17.0,Chennai,11302000.0
1369,3,2.0,2,1.0,10.0,Pune,10848000.0
1272,2,2.0,1,0.0,2.0,Hyderabad,6514000.0
1725,4,3.0,1,1.0,6.0,Mumbai,25646000.0
709,3,2.0,3,1.0,19.0,Delhi,7966000.0
400,3,3.0,2,1.0,10.0,Delhi,4706000.0
1020,3,3.0,1,2.0,0.0,Delhi,11958000.0
643,3,3.0,3,0.0,2.0,Pune,5548000.0
778,2,2.0,2,1.0,2.0,Bangalore,6169000.0
1636,3,2.0,2,4.0,14.0,Delhi,20101000.0
1163,2,2.0,3,3.0,14.0,Delhi,10676000.0
855,3,3.0,2,0.0,4.0,Bangalore,6674000.0
1138,4,3.0,2,1.0,4.0,Chennai,6906000.0
1468,4,4.0,1,2.0,8.0,Mumbai,25226000.0
1804,3,2.0,2,1.0,4.0,Pune,11306000.0
1744,3,3.0,1,1.0,18.0,Bangalore,11750000.0
1157,6,6.0,1,0.0,11.0,Bangalore,8818000.0
1935,3,3.0,2,0.0,22.0,Delhi,21592000.0
1193,4,4.0,2,0.0,29.0,Pune,8124000.0
863,1,1.0,1,2.0,1.0,Bangalore,5293000.0
441,5,5.0,1,4.0,7.0,Hyderabad,3319000.0
1945,2,1.0,1,2.0,8.0,Chennai,11945000.0
2110,4,3.0,1,0.0,9.0,Pune,15312000.0
2635,2,2.0,2,0.0,1.0,Pune,17897000.0
1858,2,1.0,3,2.0,3.0,Delhi,19220000.0
1382,6,5.0,2,2.0,1.0,Pune,11495000.0
845,4,4.0,3,3.0,18.0,Bangalore,5483000.0
647,4,3.0,2,1.0,7.0,Bangalore,4973000.0
1668,3,3.0,1,1.0,10.0,Mumbai,25814000.0
1103,1,1.0,2,0.0,1.0,Hyderabad,6782000.0
1028,2,2.0,1,1.0,3.0,Delhi,12197000.0
400,4,3.0,1,2.0,0.0,Mumbai,7208000.0
400,4,4.0,3,0.0,,Hyderabad,3287000.0
400,3,2.0,2,0.0,29.0,Hyderabad,2165000.0
1135,2,2.0,1,3.0,5.0,Mumbai,18291000.0
1267,4,4.0,1,3.0,5.0,Mumbai,20632000.0
2752,6,6.0,3,0.0,6.0,Pune,19836000.0
1987,5,5.0,3,0.0,0.0,Chennai,10739000.0
2796,4,4.0,2,1.0,6.0,Pune,19244000.0
993,6,5.0,1,1.0,7.0,Mumbai,17621000.0
1132,3,2.0,1,0.0,9.0,Delhi,11878000.0
1498,1,1.0,3,0.0,1.0,Chennai,8643000.0
2171,1,1.0,2,0.0,4.0,Mumbai,29736000.0
400,3,2.0,1,0.0,3.0,Mumbai,6377000.0
1894,3,3.0,1,0.0,0.0,Bangalore,12909000.0
1914,6,6.0,2,1.0,11.0,Hyderabad,10178000.0
1520,3,3.0,2,2.0,3.0,Mumbai,22599000.0
1436,3,3.0,1,2.0,23.0,Bangalore,10277000.0
1276,1,1.0,1,0.0,7.0,Pune,8526000.0
1163,5,5.0,1,1.0,2.0,Delhi,14016000.0
1580,3,3.0,3,1.0,14.0,Bangalore,11259000.0
1948,2,2.0,2,3.0,10.0,Chennai,10668000.0
1097,4,3.0,3,1.0,5.0,Chennai,7333000.0
1038,5,4.0,2,0.0,3.0,Hyderabad,6930000.0
2316,5,5.0,1,1.0,4.0,Mumbai,37401000.0
1632,6,5.0,2,2.0,4.0,Pune,13287000.0
798,3,2.0,3,2.0,2.0,Bangalore,5930000.0
1804,5,4.0,3,2.0,3.0,Chennai,12264000.0
1785,6,6.0,1,3.0,24.0,Mumbai,31997000.0
1123,2,2.0,1,1.0,4.0,Pune,8006000.0
2131,4,3.0,2,0.0,4.0,Pune,15936000.0
1425,2,2.0,3,2.0,13.0,Bangalore,9747000.0
1937,6,5.0,2,1.0,8.0,Chennai,11604000.0
1253,4,4.0,1,2.0,1.0,Mumbai,20851000.0
1870,1,1.0,2,2.0,9.0,Mumbai,31192000.0
2344,3,3.0,3,2.0,18.0,Chennai,15225000.0
1752,3,3.0,2,2.0,9.0,Bangalore,11736000.0
1334,2,2.0,2,3.0,2.0,Mumbai,22015000.0
1460,2,1.0,2,1.0,16.0,Pune,11168000.0
1988,3,3.0,3,0.0,23.0,Chennai,12939000.0
2267,6,5.0,1,1.0,0.0,Hyderabad,13593000.0
943,4,3.0,2,0.0,7.0,Mumbai,16021000.0
1461,1,1.0,2,4.0,2.0,Bangalore,9560000.0
1271,5,4.0,1,3.0,4.0,Bangalore,9188000.0
1745,5,5.0,1,2.0,3.0,Hyderabad,10073000.0
524,4,3.0,2,0.0,2.0,Bangalore,3696000.0
1506,6,6.0,1,2.0,4.0,Pune,12586000.0
1439,1,1.0,2,0.0,2.0,Bangalore,8252000.0
1050,3,3.0,3,0.0,9.0,Hyderabad,6388000.0
1909,2,1.0,2,2.0,7.0,Hyderabad,9485000.0
481,1,1.0,1,0.0,10.0,Delhi,4907000.0
1868,2,2.0,3,2.0,4.0,Mumbai,24690000.0
1888,3,3.0,2,0.0,1.0,Mumbai,28419000.0
2218,5,5.0,2,4.0,4.0,Hyderabad,12690000.0
1294,5,5.0,2,1.0,0.0,Delhi,16012000.0
2240,4,3.0,3,0.0,6.0,Bangalore,13237000.0
1195,2,2.0,1,0.0,0.0,Pune,9111000.0
716,5,4.0,1,2.0,8.0,Delhi,8168000.0
2758,2,2.0,3,1.0,0.0,Mumbai,42113000.0
1921,6,6.0,2,1.0,6.0,Chennai,14020000.0
1529,5,5.0,1,4.0,5.0,Hyderabad,9080000.0
767,2,1.0,1,2.0,21.0,Chennai,4727000.0
1205,2,2.0,1,1.0,0.0,Chennai,7673000.0
1965,6,5.0,3,0.0,1.0,Delhi,22187000.0
1240,1,1.0,1,0.0,5.0,Hyderabad,7199000.0
1510,3,3.0,1,3.0,0.0,Bangalore,11535000.0
1439,5,5.0,3,1.0,2.0,Delhi,15616000.0
1920,2,2.0,2,2.0,5.0,Chennai,12938000.0
2329,2,2.0,2,2.0,3.0,Pune,18273000.0
1684,4,4.0,1,2.0,0.0,Bangalore,11607000.0
1417,6,5.0,1,1.0,3.0,Hyderabad,9932000.0
1634,5,4.0,3,1.0,14.0,Hyderabad,9234000.0
883,4,3.0,3,1.0,4.0,Chennai,5968000.0
